"","Title","News_Link","Date","Status","Status_Frequency"
"153","江苏出台76条实施意见 助台胞享受同等待遇_中共中央台湾工作办公...","http://www.gwytb.gov.cn/31t/bjzl/201809/t20180912_12058960.html",2018-09-12,"Compatriots",5
"154","四川召开全省对台经济和台胞权益保护工作座谈会_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201706/t20170622_11806477.htm",2017-06-22,"Compatriots",1
"155","台胞怎样办“小三通”证明_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jj/re6/la6/201710/t20171020_11854808.htm",2008-06-05,"Compatriots",1
"156","各地台胞权益保护机构及联系方式_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/tbqy/fangshi/",2020-12-01,"Compatriots",10
"157","仪征市台商台胞台属热议习近平总书记两岸关系重要讲话_中共中央...","http://www.gwytb.gov.cn/local/201603/t20160311_11407571.htm",2020-12-01,"Compatriots",10
"158","杭州“市民之家”熱心服務台胞獲贈錦旗_中共中央臺灣工作辦公室...","http://big5.gwytb.gov.cn/service/gxtbsh/201808/t20180827_12051799.htm",2020-12-01,"Compatriots",10
"159","广西各地举办台商台胞迎中秋联谊活动_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201809/t20180921_12063188.htm",2018-09-21,"Compatriots",1
"160","微信群和公众号架起服务台胞便捷通道_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201512/t20151201_11136789.htm",2015-12-01,"Compatriots",2
"161","郑州市举办台胞台属台商子女“看郑州”夏令营活动_中共中央台湾...","http://www.gwytb.gov.cn/service/201507/t20150722_10304581.htm",2020-12-01,"Compatriots",10
"162","茂名市举行2017年台胞台商台属迎春联谊会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201701/t20170124_11686981.htm",2017-01-22,"Compatriots",3
"163","达州市台办开展困难台胞台属帮扶救助工作_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201712/t20171212_11878141.htm",2017-12-12,"Compatriots",1
"164","江苏省台办及时协助解决台胞网上求助_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201311/t20131121_5241317.htm",2020-12-01,"Compatriots",10
"165","国台办:即将实施的《个人所得税法》进一步放宽对台胞的优惠安排...","http://www.gwytb.gov.cn/wyly/201812/t20181226_12126341.htm",2018-12-26,"Compatriots",2
"166","江苏省台办主任座谈会召开 加强服务台胞台企工作_中共中央台湾...","http://www.gwytb.gov.cn/local/201705/t20170511_11779344.htm",2017-05-11,"Compatriots",1
"167","山东省台胞权益保护交流团赴台听取台胞台商建议_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201605/t20160506_11451759.htm",2020-12-01,"Compatriots",10
"168","泉州市领导深入基层慰问困难台胞_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201802/t20180209_11923275.htm",2020-12-01,"Compatriots",10
"169","台胞在宁创业故事——《青创未来》南京首发_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201706/t20170626_11807781.htm",2020-12-01,"Compatriots",10
"170","国台办:哀悼在菲遇难台胞,愿提供任何必要协助_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201706/t20170603_11793952.htm",2017-06-03,"Compatriots",1
"171","台胞社区助理厦门上岗_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/cxggjc/201806/t20180612_11964692.htm",2018-06-12,"Compatriots",3
"172","大连市举办纪念海峡两岸交流30周年台商台胞座谈会_中共中央台湾...","http://www.gwytb.gov.cn/local/201709/t20170929_11848124.htm",2020-11-30,"Compatriots",3
"173","国台办:台胞在大陆的合法权益有充分保障_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201703/t20170329_11734561.htm",2017-03-29,"Compatriots",1
"174","扬州市发放《台胞缴纳使用住房公积金有关事项须知》_中共中央台湾...","http://www.gwytb.gov.cn/service/201804/t20180419_11945676.htm",2020-11-30,"Compatriots",3
"175","上海市台办法律顾问制度服务在沪台商台胞台属_中共中央台湾工作...","http://www.gwytb.gov.cn/guide_rules/method/201712/t20171220_11880994.htm",2017-12-20,"Compatriots",1
"176","国台办:大陆过去是、现在是、未来也仍会是台胞台企投资兴业最佳...","http://www.gwytb.gov.cn/wyly/201911/t20191127_12221336.htm",2019-11-27,"Compatriots",1
"177","中台办:大陆正积极准备为台胞提供急需救灾物资_中共中央台湾工作...","http://www.gwytb.gov.cn/speech/tbldjh/201101/t20110123_1724491.htm",2009-08-14,"Compatriots",1
"178","新余台办春节走访慰问台胞台企_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201701/t20170125_11687570.htm",2020-11-30,"Compatriots",3
"179","天津市举行台胞新春联谊晚会_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/local/201202/t20120209_2284347.htm",2012-02-09,"Compatriots",1
"180","人民日报评论员文章:和平统一法 保护台胞法 反“台独”法_中共...","http://www.gwytb.gov.cn/forum/201101/t20110104_1674291.htm",2020-11-29,"Compatriots",2
"181","河南省各地开展春节走访台企慰问台胞台属活动_中共中央台湾工作...","http://www.gwytb.gov.cn/fuwu/201601/t20160128_11376662.htm",2016-01-28,"Compatriots",3
"182","台胞健康服务北京中心设立_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201412/t20141216_8382828.htm",2014-08-28,"Compatriots",1
"183","象山台胞医院与宁波大学附属医院合作_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201305/t20130506_4168452.htm",2013-05-03,"Compatriots",1
"184","国台办:“31条惠及台胞措施” 发布实施以来取得积极成果_中共中央...","http://www.gwytb.gov.cn/wyly/201812/t20181226_12126335.htm",2018-12-26,"Compatriots",2
"185","国台办:深化两岸融合发展 为台胞投入国家法治建设创造更好条件...","http://www.gwytb.gov.cn/wyly/201905/t20190515_12165174.htm",2019-05-15,"Compatriots",1
"186","国台办:台湾居民居住证与台胞证并行不悖_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201809/t20180912_12058925.htm",2018-09-12,"Compatriots",5
"187","山东省台办召开对台经济和台胞权益保护工作研商会_中共中央台湾...","http://www.gwytb.gov.cn/service/201503/t20150317_9304431.htm",2015-03-17,"Compatriots",1
"188","国台办副主任龙明彪走访慰问赣闽两地台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/m/tbnews/201801/t20180126_11911318.htm",2018-01-25,"Compatriots",3
"189","茂名市委台办协调相关职能部门为台商解读“31条惠及台胞措施...","http://www.gwytb.gov.cn/service/fwtqfa/201803/t20180330_11938503.htm",2020-11-29,"Compatriots",2
"190","落实“31条惠及台胞措施” 天津南开区建立“三专”服务台生渠道...","http://www.gwytb.gov.cn/service/cxggjc/201804/t20180404_11940064.htm",2018-04-04,"Compatriots",1
"191","東莞臺心醫院啟用 可為10萬台胞提供服務_中共中央臺灣工作辦公室...","http://big5.gwytb.gov.cn/jy_43772/zxzx_43774/201412/t20141216_8382769.htm",2020-11-28,"Compatriots",1
"192","福州市推广设立台胞权益保障法官工作室总结经验交流会_中共中央...","http://www.gwytb.gov.cn/tbqy/zongshu/201806/t20180622_11967753.htm",2018-04-20,"Compatriots",1
"193","为台胞寻根的二十四小时_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/201404/t20140428_6080555.htm",2020-11-27,"Compatriots",1
"194","厦门认真贯彻31条惠及台胞措施 依法保护台商权益_中共中央台湾...","http://www.gwytb.gov.cn/tbqy/201808/t20180808_12044988.htm",2018-08-08,"Compatriots",2
"195","逾300名台胞在福州报考专利代理人_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201507/t20150722_10305342.htm",2015-07-22,"Compatriots",5
"196","台胞在大陆遇突发危重疾病如何寻求帮助?_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201512/t20151203_11156448.htm",2015-12-03,"Compatriots",7
"197","山东省济南市委征求台商企业家和台胞台属代表意见建议_中共中央...","http://www.gwytb.gov.cn/topone/201308/t20130819_4669378.htm",2013-08-16,"Compatriots",1
"198","泉州市举办台商台胞座谈会 宣传“31条惠及台胞措施”_中共中央...","http://www.gwytb.gov.cn/service/201803/t20180330_11938501.htm",2020-11-26,"Compatriots",2
"199","湖北省台办:继续协助滞留台胞尽快返台,希望台湾方面配合_中共中央...","http://www.gwytb.gov.cn/wyly/202002/t20200207_12240005.htm",2020-02-06,"Compatriots",2
"200","信阳市落实台胞缴存使用住房公积金相关政策_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201805/t20180529_11959691.htm",2020-11-26,"Compatriots",2
"201","第二批滞留湖北台胞将乘坐两岸临时航班返回台湾_中共中央台湾工作...","http://www.gwytb.gov.cn/m/news/202003/t20200311_12254501.htm",2020-03-11,"Compatriots",2
"202","江苏多地举行台商台胞新春联谊会_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201802/t20180224_11926730.htm",2018-02-13,"Compatriots",8
"203","大连市台办组织台胞开展“庆三八·春风里看大连”活动_中共中央...","http://www.gwytb.gov.cn/service/201803/t20180312_11932464.htm",2018-03-12,"Compatriots",1
"204","新密市积极为台企台胞提供法律援助_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201806/t20180604_11961410.htm",2020-11-25,"Compatriots",3
"205","盐城市全面贯彻落实“31条惠及台胞措施”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201807/t20180718_12036896.htm",2018-07-16,"Compatriots",1
"206","国台办介绍帮扶台胞台企利好政策措施落实情况_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202010/t20201028_12303684.htm",2020-10-28,"Compatriots",1
"207","天津市举行台胞新春联谊会_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/gxtbsh/201802/t20180224_11926712.htm",2018-02-13,"Compatriots",8
"208","上海外滩踩踏事件受伤台胞返台_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/tufashijian/201501/t20150109_8646467.htm",2015-01-04,"Compatriots",1
"209","四川发布“川台70条” 促台胞共享四川发展机遇_中共中央台湾工作...","http://www.gwytb.gov.cn/31t/bjzl/201809/t20180905_12055589.html",2018-09-05,"Compatriots",2
"210","寒潮冻人 真情暖心 台胞杨阿姨杭州处处遇到热心人_中共中央台湾...","http://www.gwytb.gov.cn/service/201601/t20160128_11377253.htm",2016-01-28,"Compatriots",3
"211","天津台办领导走访慰问台企台胞台属并送去新春祝福_中共中央台湾...","http://www.gwytb.gov.cn/service/201702/t20170215_11699738.htm",2020-11-23,"Compatriots",5
"212","台盟中央、全国台联举办2010年在京台胞中秋茶话会_中共中央台湾...","http://www.gwytb.gov.cn/lajlwl/zdjl/201101/t20110107_1684145.htm",2010-09-20,"Compatriots",1
"213","天津台办慰问在津台胞_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/201508/t20150818_10499564.htm",2020-11-23,"Compatriots",5
"214","淮南市台办获赠台胞锦旗_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/201509/t20150921_10702452.htm",2020-11-23,"Compatriots",5
"215","台胞在大陆学校就读,采用什么收费标准?_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jx/re2/lai2/201312/t20131230_5446844.htm",2020-11-23,"Compatriots",5
"216","内蒙古台办三项举措服务台商台胞_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201801/t20180129_11912340.htm",2018-01-29,"Compatriots",2
"217","广州市台办积极协调救助患癌台胞返台_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201802/t20180212_11924666.htm",2020-11-22,"Compatriots",2
"218","严隽琪强调切实保障台胞投资合法权益_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1724025.htm",2010-01-18,"Compatriots",1
"219","湖北省台办:在鄂台胞要求台湾方面让他们尽快回家_中共中央台湾...","http://www.gwytb.gov.cn/wyly/202002/t20200212_12242401.htm",2020-02-12,"Compatriots",3
"220","住建部、国台办赴扬州调研台胞住房公积金缴存情况_中共中央台湾...","http://www.gwytb.gov.cn/service/201708/t20170811_11829731.htm",2017-08-11,"Compatriots",1
"221","淮安市召开台胞投资权益保障协调委员会联络员会议_中共中央台湾...","http://www.gwytb.gov.cn/fuwu/201410/t20141011_7609602.htm",2014-10-11,"Compatriots",1
"222","杭州市成立台商(台胞)法律服务团_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201605/t20160531_11471181.htm",2020-11-22,"Compatriots",2
"223","两岸航空推出台胞春节返台团体优惠票(图)_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/lajm/lajmdt/201110/t20111014_2106999.htm",2011-10-14,"Compatriots",1
"224","宁波惠台80条聚焦台胞台企“最关心”的问题_中共中央台湾工作办公...","http://www.gwytb.gov.cn/jj/zxzx_43783/201807/t20180713_12035350.htm",2018-07-12,"Compatriots",1
"225","钦州市召开台商台胞台属迎春座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201701/t20170111_11676083.htm",2017-01-09,"Compatriots",1
"226","台胞到仪征创业可享受多种政策扶持_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201608/t20160818_11541756.htm",2020-11-20,"Compatriots",3
"227","湖北首次授予台胞“湖北省劳动模范”称号_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy/zxzx/201805/t20180523_11957988.htm",2018-05-23,"Compatriots",1
"228","河北省签发首张“一次性台胞证”_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/jl/zxzx_43777/201808/t20180820_12049584.htm",2018-08-14,"Compatriots",2
"229","“66条”出台近一个月 “台企台胞同等待遇”在闽加速落实_中共...","http://www.gwytb.gov.cn/jj/zxzx_43783/201807/t20180706_11972401.htm",2018-07-04,"Compatriots",2
"230","福建漳州全面启动“台商台胞服务年”活动_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy/zxzx/201804/t20180424_11948017.htm",2018-04-24,"Compatriots",1
"231","热忱服务助台胞 跨海电话致谢意_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201306/t20130624_4362064.htm",2020-11-20,"Compatriots",3
"232","沈阳市台办助台胞圆70年寻亲梦_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/gxtbsh/201802/t20180212_11924665.htm",2020-11-20,"Compatriots",3
"233","东莞台心医院启用 可为10万台胞提供服务_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201412/t20141216_8382769.htm",2014-06-26,"Compatriots",1
"234","台胞证过期后处理办法_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/zn/crj/201211/t20121119_3378810.htm",2020-11-19,"Compatriots",6
"235","在川台胞申领居住证:将方便在大陆生活的方方面面_中共中央台湾...","http://www.gwytb.gov.cn/jl/zxzx_43777/201809/t20180905_12055919.htm",2018-09-01,"Compatriots",7
"236","台胞到大陆幼儿园及小学就读的手续应该如何办理?_中共中央台湾...","http://www.gwytb.gov.cn/jx/re2/lai2/201312/t20131230_5446744.htm",2020-11-19,"Compatriots",6
"237","两小时寻回行李 台胞感受杭州“速度”与“温度”_中共中央台湾...","http://www.gwytb.gov.cn/service/gxtbsh/201801/t20180104_11887171.htm",2020-11-19,"Compatriots",6
"238","河南首日受理30张港澳台居民居住证 台胞赞誉有加_中共中央台湾...","http://www.gwytb.gov.cn/jl/zxzx_43777/201809/t20180905_12055930.htm",2018-09-04,"Compatriots",3
"239","正在台湾高校就读的台胞,能否到大陆普通高校申请插班试读?_中共...","http://www.gwytb.gov.cn/jx/re2/lai2/201312/t20131230_5446795.htm",2020-11-19,"Compatriots",6
"240","国台办:积极采取措施为台胞返乡过年提供便利_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201901/t20190130_12136867.htm",2019-01-30,"Compatriots",1
"241","山东省台胞权益保护法律顾问签约仪式在济南举行_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201710/t20171023_11855570.htm",2017-10-23,"Compatriots",1
"242","江苏省泰州市海陵区台办主动为台胞解决实际困难_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201308/t20130813_4602930.htm",2020-11-19,"Compatriots",6
"243","南京市台办举办台胞证“延伸服务”座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201804/t20180419_11945677.htm",2020-11-19,"Compatriots",6
"244","服務台胞在行動_中共中央臺灣工作辦公室、國務院臺灣事務辦公室","http://big5.gwytb.gov.cn/service/index_2.htm",2020-11-18,"Compatriots",3
"245","台胞能否报考公费研究生?_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jx/re2/lai2/201312/t20131230_5446824.htm",2020-11-18,"Compatriots",3
"246","广西钦州市台办开门征求台商台胞意见_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/fuwu/201403/t20140314_5829466.htm",2014-03-14,"Compatriots",1
"247","台胞突发癫痫 闽医院全力救助获赠锦旗_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zn/doctor/201401/t20140113_5518526.htm",2020-11-18,"Compatriots",3
"248","南京发布“惠台75条”促台胞享同等待遇_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jl/zxzx_43777/201808/t20180813_12046535.htm",2018-08-08,"Compatriots",2
"249","凉山州台办召开2017年台胞台属新春茶话会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201701/t20170126_11688670.htm",2017-01-26,"Compatriots",3
"250","面向台胞开放的专业资格考试_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/zn/jy/201211/t20121119_3378876.htm",2020-11-17,"Compatriots",5
"251","遂宁市市长与台胞台属企业家座谈_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201504/t20150401_9468821.htm",2015-04-01,"Compatriots",1
"252","台胞如何来祖国大陆申请专利?_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/zzks/zcfg_43779/l_43892/201710/t20171019_11854362.htm",2020-11-17,"Compatriots",5
"253","中台办、国台办要求切实加强台胞权益保护_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/newsb/201304/t20130409_4057124.htm",2013-04-09,"Compatriots",1
"254","大连市台办协助台胞办理公证事宜_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201703/t20170331_11736303.htm",2020-11-17,"Compatriots",5
"255","沈阳市台办和公安部门帮助台胞罗振禄顺利返台_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201705/t20170517_11782848.htm",2020-11-17,"Compatriots",5
"256","扬州市积极完善台胞权益保障机制_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/tbqy/201603/t20160310_11406817.htm",2020-11-17,"Compatriots",5
"257","广州出台60条惠及台胞措施 共享改革开放红利_中共中央台湾工作...","http://www.gwytb.gov.cn/31t/bjzl/201807/t20180731_12042145.html",2018-07-31,"Compatriots",2
"258","“十一五”期间台胞权益保护工作综述_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/tbqy/zongshu/201211/t20121105_3350380.htm",2011-01-06,"Compatriots",1
"259","台资高地江苏昆山深入推进“31条惠及台胞措施”_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201804/t20180416_11944173.htm",2018-04-16,"Compatriots",3
"260","济南市公安局出台服务台商台胞十项措施_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wl/zxzx_43786/201412/t20141216_8377073.htm",2014-04-17,"Compatriots",1
"261","泰州市设立车站机场台胞服务处 优化台胞出行环境_中共中央台湾...","http://www.gwytb.gov.cn/service/201807/t20180718_12036901.htm",2020-12-09,"Compatriots",6
"262","平潭“60后”台胞为两岸青年孵化创业梦_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy/zxzx/201808/t20180829_12052790.htm",2018-08-21,"Compatriots",2
"263","原产地证书核发情况体现对台胞极大利好_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/lhjl/ecfa/201211/t20121112_3361406.htm",2011-01-12,"Compatriots",1
"264","平潭先行先试 台胞在大陆首获个税财政补贴_中共中央台湾工作办公...","http://www.gwytb.gov.cn/zn/jy/201304/t20130419_4101080.htm",2013-04-17,"Compatriots",2
"265","福州自贸片区:持续优化台胞台企金融服务_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201708/t20170822_11833854.htm",2017-08-22,"Compatriots",1
"266","澧县台办建立微信群开通服务台胞直通车_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201609/t20160905_11559723.htm",2016-09-05,"Compatriots",1
"267","大陆方面积极处理福建龙岩台胞旅游交通事故_中共中央台湾工作办公...","http://www.gwytb.gov.cn/wyly/201608/t20160813_11536773.htm",2016-08-13,"Compatriots",1
"268","山东省台胞投资保护立法交流团访台听取台胞意见建议_中共中央台湾...","http://www.gwytb.gov.cn/fuwu/201410/t20141015_7653464.htm",2020-11-13,"Compatriots",15
"269","十堰市竹山县台办畅通台胞台属诉求“绿色通道”_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201505/t20150506_9742012.htm",2015-05-06,"Compatriots",1
"270","南宁台商台胞热议习近平总书记到广西考察_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201704/t20170426_11754016.htm",2017-04-25,"Compatriots",1
"271","福建省19个火车站开通台胞自助购取票服务_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jl/zxzx_43777/201707/t20170727_11824564.htm",2017-07-27,"Compatriots",1
"272","时评:民进党当局莫再阻挡台胞返乡之路_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/202002/t20200220_12245187.htm",2020-02-20,"Compatriots",2
"273","国台办副主任叶克冬在浙走访慰问台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/newsb/201502/t20150215_9049311.htm",2015-02-15,"Compatriots",2
"274","厦门落实“60条惠及台胞措施”获成效_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jj/zxzx_43783/201806/t20180608_11963382.htm",2018-06-06,"Compatriots",2
"275","全国人大常委会执法检查组认为保护台胞投资权益积极有效_中共中央...","http://www.gwytb.gov.cn/speech/speech/201101/t20110123_1724039.htm",2020-11-13,"Compatriots",15
"276","成都市武侯区服务台胞三措施_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201504/t20150408_9524741.htm",2020-11-13,"Compatriots",15
"277","福建省积极服务台胞来闽就业创业_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201707/t20170727_11824498.htm",2020-11-13,"Compatriots",15
"278","时疫无情,同胞有爱——大陆各地政府与各界关心照顾台胞","http://www.gwytb.gov.cn/wyly/202002/t20200218_12244404.htm",2020-02-06,"Compatriots",2
"279","在厦台胞点赞“31条措施”落实:“没想到那么快那么细”_中共中央...","http://www.gwytb.gov.cn/jj/zxzx_43783/201804/t20180413_11942984.htm",2018-04-13,"Compatriots",3
"280","毕节市制定惠台旅游政策:台胞将享受当地国有景区免门票优惠_中共...","http://www.gwytb.gov.cn/service/gxtbsh/201711/t20171127_11872434.htm",2020-11-13,"Compatriots",15
"281","梁国扬:与时俱进沟通两岸 脚踏实地服务台胞_中共中央台湾工作办公...","http://www.gwytb.gov.cn/wyly/201101/t20110124_1731282.htm",2009-01-15,"Compatriots",1
"282","仪征市车管所方便台胞办理车驾管业务_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201404/t20140410_5993796.htm",2020-11-13,"Compatriots",15
"283","晋江市为年满60岁台胞免费体检_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201605/t20160512_11455860.htm",2020-11-13,"Compatriots",15
"284","江苏常州首批百位台商台胞喜领医疗保健绿卡_中共中央台湾工作办公...","http://www.gwytb.gov.cn/local/201108/t20110818_1967933.htm",2020-11-13,"Compatriots",15
"285","福建开展《台投法》执法检查落实保障台胞权益_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201405/t20140530_6244322.htm",2014-05-30,"Compatriots",2
"286","山东省直有关部门对台经济和台胞权益保障工作联系会在济南召开...","http://www.gwytb.gov.cn/service/201301/t20130129_3684202.htm",2013-01-29,"Compatriots",1
"287","仪征市台商台胞台属高度关注全国“两会”_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201603/t20160322_11415741.htm",2016-03-22,"Compatriots",1
"288","镇江召开台胞投资权益保障协调委员会联席会议_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201309/t20130916_4886934.htm",2013-09-16,"Compatriots",1
"289","福建首度将台胞纳入劳模评选表彰_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/jy/zxzx/201804/t20180428_11949824.htm",2018-04-28,"Compatriots",1
"290","广西召开台商台胞台属台生迎春座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/fuwu/201601/t20160106_11359458.htm",2016-01-06,"Compatriots",2
"291","四川省召开贯彻落实“31条惠及台胞措施”座谈会_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201806/t20180627_11969417.htm",2018-06-27,"Compatriots",2
"292","广西南宁市各方救助八旬台胞温情满满_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201506/t20150615_10040452.htm",2020-11-13,"Compatriots",15
"293","山东省召开省直部门台胞权益保护工作研商会_中共中央台湾工作办公...","http://www.gwytb.gov.cn/fuwu/201402/t20140225_5730290.htm",2014-02-25,"Compatriots",1
"294","国台办:各地各部门继续推进落实“31条惠及台胞措施”_中共中央...","http://www.gwytb.gov.cn/wyly/201809/t20180912_12058924.htm",2018-09-12,"Compatriots",5
"295","枣庄市公安局出台服务台商台胞十项措施_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201501/t20150129_8869979.htm",2020-11-13,"Compatriots",15
"296","央视报道安徽省台胞权益保护工作成功案例和经验_中共中央台湾工作...","http://www.gwytb.gov.cn/fuwu/201511/t20151117_11048306.htm",2015-11-16,"Compatriots",1
"297","2013“跨越海峡 相约中原”台胞青年夏令营河南安阳开营_中共中央...","http://www.gwytb.gov.cn/local/201307/t20130710_4431709.htm",2013-07-10,"Compatriots",3
"298","海南省台办深入基层慰问台胞台企_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/local/201302/t20130207_3761563.htm",2020-11-13,"Compatriots",15
"299","死神手里夺生命——解放军第101医院抢救危重台胞生命纪实_中共...","http://www.gwytb.gov.cn/service/201405/t20140523_6201254.htm",2014-05-23,"Compatriots",1
"300","台胞回乡探亲遗失包裹 民警细心排查帮其找回_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201607/t20160729_11523053.htm",2016-07-29,"Compatriots",1
"301","山东省召开全省对台经济和台胞权益保护工作会议_中共中央台湾工作...","http://www.gwytb.gov.cn/fuwu/201604/t20160425_11442595.htm",2016-04-25,"Compatriots",2
"302","上海拟地方立法为台胞提供社会公共服务领域“市民待遇”_中共中央...","http://www.gwytb.gov.cn/service/201508/t20150803_10386746.htm",2015-08-03,"Compatriots",1
"303","湖南常德台办助台胞找到失散65年亲人_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201303/t20130320_3927434.htm",2013-03-20,"Compatriots",1
"304","南宁市台胞抢办首批卡式台胞证_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201509/t20150930_10768767.htm",2015-09-30,"Compatriots",2
"305","台胞林猛雄笑了_中共中央台湾工作办公室、国务院台湾事务办公室","http://www.gwytb.gov.cn/service/201312/t20131212_5352916.htm",2013-12-12,"Compatriots",1
"306","甘肃保障台胞权益启动联席会议制度_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201311/t20131126_5267802.htm",2013-11-26,"Compatriots",1
